target,src,round,rule,true_hv_gain,recall,diversity
KIT,analytic_pomhi,10,analytic_ehvi,3.188446044921875,0.09,0.3700331806510718
KIT,analytic_pomhi,10,analytic_pomhi,3.188446044921875,0.09,0.3553422434479588
KIT,analytic_pomhi,10,random,0.0,0.04,0.3574205289431452
PARP1,analytic_ehvi,1,greedy_mean,29.845550537109375,0.78,0.21546421805772095
PARP1,analytic_ehvi,1,analytic_ehvi,29.845550537109375,0.78,0.21546421805772095
PARP1,analytic_ehvi,1,analytic_pomhi,31.523529052734375,0.78,0.20526656856974593
PARP1,analytic_ehvi,1,random,20.397369384765625,0.05,0.38573089628504886
PARP1,analytic_ehvi,2,greedy_mean,5.8669586181640625,0.32,0.2901965862319981
PARP1,analytic_ehvi,2,analytic_ehvi,9.413314819335938,0.29,0.2885507316667611
PARP1,analytic_ehvi,2,analytic_pomhi,7.8955230712890625,0.21,0.28874887566195323
PARP1,analytic_ehvi,2,random,2.6779327392578125,0.05,0.40201129190849866
PARP1,analytic_ehvi,3,greedy_mean,0.6631317138671875,0.78,0.3232469746276243
PARP1,analytic_ehvi,3,analytic_ehvi,1.7147064208984375,0.22,0.34639222042285206
PARP1,analytic_ehvi,3,analytic_pomhi,1.566925048828125,0.13,0.31102607202579463
PARP1,analytic_ehvi,3,random,0.838104248046875,0.04,0.32683872137805675
PARP1,analytic_ehvi,4,greedy_mean,0.1951141357421875,0.77,0.3679621361414105
PARP1,analytic_ehvi,4,analytic_ehvi,0.7523040771484375,0.25,0.4517064963817751
PARP1,analytic_ehvi,4,analytic_pomhi,0.707183837890625,0.17,0.4293559811455057
PARP1,analytic_ehvi,4,random,0.0,0.03,0.38533189209566443
PARP1,analytic_ehvi,5,greedy_mean,0.078521728515625,0.84,0.3348989378205301
PARP1,analytic_ehvi,5,analytic_ehvi,0.2453155517578125,0.16,0.4302044091487433
PARP1,analytic_ehvi,5,analytic_pomhi,0.2430267333984375,0.16,0.41690320395175073
PARP1,analytic_ehvi,5,random,0.0002899169921875,0.07,0.3716555579996852
PARP1,analytic_ehvi,6,greedy_mean,0.31024169921875,0.9,0.33540857578493377
PARP1,analytic_ehvi,6,analytic_ehvi,0.3555908203125,0.09,0.470387836953263
PARP1,analytic_ehvi,6,analytic_pomhi,0.3555908203125,0.07,0.448404906527645
PARP1,analytic_ehvi,6,random,0.113616943359375,0.04,0.3730063572087054
PARP1,analytic_ehvi,7,greedy_mean,1.4300994873046875,0.94,0.37948511843367777
PARP1,analytic_ehvi,7,analytic_ehvi,1.61676025390625,0.13,0.41025616687845723
PARP1,analytic_ehvi,7,analytic_pomhi,1.5660247802734375,0.06,0.37428296997810256
PARP1,analytic_ehvi,7,random,0.7760772705078125,0.06,0.3710555966193503
PARP1,analytic_ehvi,8,greedy_mean,0.0397186279296875,0.89,0.3293644143542629
PARP1,analytic_ehvi,8,analytic_ehvi,0.3525543212890625,0.11,0.4057810992091094
PARP1,analytic_ehvi,8,analytic_pomhi,0.3524017333984375,0.1,0.40011885633148336
PARP1,analytic_ehvi,8,random,0.2024078369140625,0.06,0.3634580451648369
PARP1,analytic_ehvi,9,greedy_mean,0.077423095703125,0.93,0.3533646471866509
PARP1,analytic_ehvi,9,analytic_ehvi,0.085723876953125,0.06,0.3895961008407725
PARP1,analytic_ehvi,9,analytic_pomhi,0.085723876953125,0.07,0.3775479675430043
PARP1,analytic_ehvi,9,random,0.0090484619140625,0.06,0.3591935737049525
PARP1,analytic_ehvi,10,greedy_mean,0.0876922607421875,0.91,0.3762268894262972
PARP1,analytic_ehvi,10,analytic_ehvi,0.127685546875,0.12,0.4424075670935248
PARP1,analytic_ehvi,10,analytic_pomhi,0.127685546875,0.12,0.4273068240274593
PARP1,analytic_ehvi,10,random,0.0,0.03,0.3549451068351059
PARP1,analytic_pomhi,1,greedy_mean,29.8455810546875,0.78,0.21530890033107583
PARP1,analytic_pomhi,1,analytic_ehvi,29.8455810546875,0.78,0.21530890033107583
PARP1,analytic_pomhi,1,analytic_pomhi,31.716232299804688,0.78,0.21839338073844586
PARP1,analytic_pomhi,1,random,20.397369384765625,0.05,0.38573089628504886
PARP1,analytic_pomhi,2,greedy_mean,6.911407470703125,0.39,0.2867606731233799
PARP1,analytic_pomhi,2,analytic_ehvi,7.958770751953125,0.33,0.3511623467576947
PARP1,analytic_pomhi,2,analytic_pomhi,7.222808837890625,0.19,0.33154552270213805
PARP1,analytic_pomhi,2,random,1.764404296875,0.06,0.40201129190849866
PARP1,analytic_pomhi,3,greedy_mean,0.5089874267578125,0.73,0.3353406298523251
PARP1,analytic_pomhi,3,analytic_ehvi,1.800506591796875,0.21,0.3435651278247041
PARP1,analytic_pomhi,3,analytic_pomhi,1.7232666015625,0.13,0.30407362479885297
PARP1,analytic_pomhi,3,random,0.83807373046875,0.05,0.32683872137805675
PARP1,analytic_pomhi,4,greedy_mean,0.1588592529296875,0.68,0.371723877357802
PARP1,analytic_pomhi,4,analytic_ehvi,0.8486175537109375,0.24,0.43752586925395304
PARP1,analytic_pomhi,4,analytic_pomhi,0.7964324951171875,0.17,0.4181871425044549
PARP1,analytic_pomhi,4,random,0.0,0.03,0.38533189209566443
PARP1,analytic_pomhi,5,greedy_mean,0.086151123046875,0.69,0.3299538186901731
PARP1,analytic_pomhi,5,analytic_ehvi,0.2601776123046875,0.2,0.4369682435736019
PARP1,analytic_pomhi,5,analytic_pomhi,0.25555419921875,0.17,0.4247606737131994
PARP1,analytic_pomhi,5,random,0.0006256103515625,0.05,0.3716555579996852
PARP1,analytic_pomhi,6,greedy_mean,0.312255859375,0.91,0.33339759139263336
PARP1,analytic_pomhi,6,analytic_ehvi,0.3616943359375,0.12,0.4485265846419986
PARP1,analytic_pomhi,6,analytic_pomhi,0.358001708984375,0.08,0.4255535441270689
PARP1,analytic_pomhi,6,random,0.107513427734375,0.04,0.3730063572087054
PARP1,analytic_pomhi,7,greedy_mean,1.4806671142578125,0.92,0.37741646291517184
PARP1,analytic_pomhi,7,analytic_ehvi,1.6738433837890625,0.18,0.4227998166496114
PARP1,analytic_pomhi,7,analytic_pomhi,1.613616943359375,0.07,0.3922440791002179
PARP1,analytic_pomhi,7,random,1.0992431640625,0.06,0.3710555966193503
PARP1,analytic_pomhi,8,greedy_mean,0.0598297119140625,0.88,0.3336565470404718
PARP1,analytic_pomhi,8,analytic_ehvi,0.467376708984375,0.12,0.3904784160437639
PARP1,analytic_pomhi,8,analytic_pomhi,0.463470458984375,0.1,0.37978494364545073
PARP1,analytic_pomhi,8,random,0.204803466796875,0.06,0.3634580451648369
PARP1,analytic_pomhi,9,greedy_mean,0.0775299072265625,0.9,0.3533646471866509
PARP1,analytic_pomhi,9,analytic_ehvi,0.09466552734375,0.09,0.3616896087501121
PARP1,analytic_pomhi,9,analytic_pomhi,0.0848541259765625,0.08,0.3581102859697085
PARP1,analytic_pomhi,9,random,0.007965087890625,0.06,0.3591935737049525
PARP1,analytic_pomhi,10,greedy_mean,0.11846923828125,0.93,0.37184565360685035
PARP1,analytic_pomhi,10,analytic_ehvi,0.15869140625,0.13,0.43402477238681014
PARP1,analytic_pomhi,10,analytic_pomhi,0.1586761474609375,0.12,0.43227524842574777
PARP1,analytic_pomhi,10,random,0.0,0.03,0.3549451068351059
