target,seed,method,round,hv,base_hv,upper_hv,recovery
JAK2,42,analytic_ehvi,3,201.97210693359372,173.16220092773438,202.88941955566406,0.9691423327035212
JAK2,42,analytic_ehvi,4,202.905029296875,173.16220092773438,203.72879028320312,0.9730502812483152
JAK2,42,analytic_ehvi,5,203.23013305664065,173.16220092773438,203.92938232421875,0.9772728850729889
JAK2,42,analytic_ehvi,6,206.32357788085935,173.16220092773438,206.72120666503906,0.9881513538484334
JAK2,42,analytic_ehvi,7,206.97412109375,173.16220092773438,207.31011962890625,0.9901604973908785
JAK2,42,analytic_ehvi,8,207.458984375,173.16220092773438,207.74351501464844,0.9917721276024005
JAK2,42,analytic_ehvi,9,208.5644073486328,173.16220092773438,208.77101135253906,0.9941979526571791
JAK2,42,analytic_ehvi,10,208.896484375,173.16220092773438,209.01612854003906,0.9966630109166059
JAK2,43,analytic_ehvi,0,172.6520538330078,172.6520538330078,172.6520538330078,0.0
JAK2,43,analytic_ehvi,1,194.53265380859372,172.6520538330078,201.39183044433594,0.7613350747813888
JAK2,43,analytic_ehvi,2,201.34727478027344,172.6520538330078,204.1443328857422,0.9111827346383846
JAK2,43,analytic_ehvi,3,202.08932495117188,172.6520538330078,204.32794189453125,0.9293274133621335
JAK2,43,analytic_ehvi,4,203.29583740234372,172.6520538330078,204.5674591064453,0.9601564920386603
JAK2,43,analytic_ehvi,5,205.2461853027344,172.6520538330078,206.26840209960938,0.9695916763841192
JAK2,43,analytic_ehvi,6,205.43734741210935,172.6520538330078,208.6012725830078,0.9119890422959896
JAK2,43,analytic_ehvi,7,205.5699005126953,172.6520538330078,208.71682739257812,0.9127423641053826
JAK2,43,analytic_ehvi,8,207.32720947265625,172.6520538330078,210.05575561523438,0.9270514410989483
JAK2,43,analytic_ehvi,9,207.54360961914065,172.6520538330078,210.13226318359375,0.9309327880151601
JAK2,43,analytic_ehvi,10,209.4634704589844,172.6520538330078,211.7212371826172,0.9422110592015904
JAK2,44,analytic_ehvi,0,173.52767944335938,173.52767944335938,173.52767944335938,0.0
JAK2,44,analytic_ehvi,1,200.80764770507807,173.52767944335938,204.48382568359375,0.8812456192063832
JAK2,44,analytic_ehvi,2,201.3961181640625,173.52767944335938,204.7156982421875,0.8935623291900243
JAK2,44,analytic_ehvi,3,201.6358337402344,173.52767944335938,204.89663696289062,0.8960499971787093
