record_id,input_smiles,source_name
CHEMBL940,NCC1(CC(=O)O)CCCCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL291338,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,ChEMBL max_phase=4 local paged JSON
CHEMBL58323,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ChEMBL max_phase=4 local paged JSON
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,ChEMBL max_phase=4 local paged JSON
CHEMBL942,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL56337,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL944,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,ChEMBL max_phase=4 local paged JSON
CHEMBL946,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL58510,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL951,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL294199,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,ChEMBL max_phase=4 local paged JSON
CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,ChEMBL max_phase=4 local paged JSON
CHEMBL61593,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,ChEMBL max_phase=4 local paged JSON
CHEMBL956,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL957,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,ChEMBL max_phase=4 local paged JSON
CHEMBL959,CC(N)C12CC3CC(CC(C3)C1)C2,ChEMBL max_phase=4 local paged JSON
CHEMBL960,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL62193,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,ChEMBL max_phase=4 local paged JSON
CHEMBL61006,CC(N)C(O)c1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL962,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL963,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,ChEMBL max_phase=4 local paged JSON
CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,ChEMBL max_phase=4 local paged JSON
CHEMBL965,C[N+](C)(C)CCOC(N)=O,ChEMBL max_phase=4 local paged JSON
CHEMBL967,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL968,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL969,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL970,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,ChEMBL max_phase=4 local paged JSON
CHEMBL971,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL973,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL975,O=S(=O)([O-])CCS.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],ChEMBL max_phase=4 local paged JSON
CHEMBL976,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,ChEMBL max_phase=4 local paged JSON
CHEMBL977,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL978,CC(=O)OC(C)C[N+](C)(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL979,CCCC(C)(COC(N)=O)COC(N)=O,ChEMBL max_phase=4 local paged JSON
CHEMBL980,COc1ccccc1OCC(O)CO,ChEMBL max_phase=4 local paged JSON
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL982,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,ChEMBL max_phase=4 local paged JSON
CHEMBL983,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],ChEMBL max_phase=4 local paged JSON
CHEMBL984,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],ChEMBL max_phase=4 local paged JSON
CHEMBL985,NC(N)=O,ChEMBL max_phase=4 local paged JSON
CHEMBL65375,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL291657,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL63857,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL986,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL989,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,ChEMBL max_phase=4 local paged JSON
CHEMBL990,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,ChEMBL max_phase=4 local paged JSON
CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL995,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],ChEMBL max_phase=4 local paged JSON
CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,ChEMBL max_phase=4 local paged JSON
CHEMBL70046,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,ChEMBL max_phase=4 local paged JSON
CHEMBL997,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL1002,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL1003,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],ChEMBL max_phase=4 local paged JSON
CHEMBL1004,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,ChEMBL max_phase=4 local paged JSON
CHEMBL70972,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL1005,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL70927,Cc1c(O)c(=O)ccn1C,ChEMBL max_phase=4 local paged JSON
CHEMBL1006,NCCCNCCSP(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL1010,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,ChEMBL max_phase=4 local paged JSON
CHEMBL306700,CCOc1ccccc1OCC1CNCCO1,ChEMBL max_phase=4 local paged JSON
CHEMBL1013,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL74632,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,ChEMBL max_phase=4 local paged JSON
CHEMBL1014,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1015,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,ChEMBL max_phase=4 local paged JSON
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1018,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL75435,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL73234,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1021,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,ChEMBL max_phase=4 local paged JSON
CHEMBL75880,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL1023,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL1024,O=P1(NCCCl)OCCCN1CCCl,ChEMBL max_phase=4 local paged JSON
CHEMBL1025,CC(C)OP(=O)(F)OC(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL1026,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1027,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,ChEMBL max_phase=4 local paged JSON
CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,ChEMBL max_phase=4 local paged JSON
CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL1029,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,ChEMBL max_phase=4 local paged JSON
CHEMBL1034,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL1037,N=C(N)NCC1COC2(CCCCC2)O1,ChEMBL max_phase=4 local paged JSON
CHEMBL1040,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,ChEMBL max_phase=4 local paged JSON
CHEMBL1042,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,ChEMBL max_phase=4 local paged JSON
CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1046,NCCCCCC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL421701,CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],ChEMBL max_phase=4 local paged JSON
CHEMBL311498,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,ChEMBL max_phase=4 local paged JSON
CHEMBL420762,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1051,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,ChEMBL max_phase=4 local paged JSON
CHEMBL1054,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,ChEMBL max_phase=4 local paged JSON
CHEMBL1055,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL316157,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,ChEMBL max_phase=4 local paged JSON
CHEMBL1057,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL1059,CC(C)C[C@H](CN)CC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL1060,O=P([O-])([O-])O.[Na+].[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,ChEMBL max_phase=4 local paged JSON
CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1065,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,ChEMBL max_phase=4 local paged JSON
CHEMBL1068,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL315838,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL85231,CN(C)CC(Oc1ccccc1)Oc1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1070,COc1ccc2cc(CCC(C)=O)ccc2c1,ChEMBL max_phase=4 local paged JSON
CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,ChEMBL max_phase=4 local paged JSON
CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ChEMBL max_phase=4 local paged JSON
CHEMBL87493,CCNC(C)Cc1cccc(C(F)(F)F)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL1075,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,ChEMBL max_phase=4 local paged JSON
CHEMBL87992,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL1077,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,ChEMBL max_phase=4 local paged JSON
CHEMBL89598,C=CC(N)CCC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL90555,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,ChEMBL max_phase=4 local paged JSON
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL313972,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL91397,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL1085,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,ChEMBL max_phase=4 local paged JSON
CHEMBL1086,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,ChEMBL max_phase=4 local paged JSON
CHEMBL1087,Cc1cccc(C)c1NC(=O)C1CCCCN1C,ChEMBL max_phase=4 local paged JSON
CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,ChEMBL max_phase=4 local paged JSON
CHEMBL1089,NNCCc1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,ChEMBL max_phase=4 local paged JSON
CHEMBL90593,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,ChEMBL max_phase=4 local paged JSON
CHEMBL1091,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ChEMBL max_phase=4 local paged JSON
CHEMBL1092,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL1093,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,ChEMBL max_phase=4 local paged JSON
CHEMBL1094,NC(=O)OCC(COC(N)=O)c1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1095,CCN1C(=O)NC(c2ccccc2)C1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL1096,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,ChEMBL max_phase=4 local paged JSON
CHEMBL94081,C=CCOc1ccc(CC(=O)O)cc1Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL1098,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,ChEMBL max_phase=4 local paged JSON
CHEMBL93268,O=N[O-].[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL1100,CCC1(C)OC(=O)N(C)C1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL1101,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,ChEMBL max_phase=4 local paged JSON
CHEMBL1102,CCC1(c2ccccc2)CCC(=O)NC1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL1103,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,ChEMBL max_phase=4 local paged JSON
CHEMBL1104,CC[N+](C)(C)c1cccc(O)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL1106,NC1=NCC2c3ccccc3Cc3ccccc3N12,ChEMBL max_phase=4 local paged JSON
CHEMBL1107,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,ChEMBL max_phase=4 local paged JSON
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL94394,CCCCOc1ccc(CC(=O)NO)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL316561,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1111,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,ChEMBL max_phase=4 local paged JSON
CHEMBL1113,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,ChEMBL max_phase=4 local paged JSON
CHEMBL1115,CN(C)C(=O)Oc1ccc[n+](C)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ChEMBL max_phase=4 local paged JSON
CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,ChEMBL max_phase=4 local paged JSON
CHEMBL95889,C[N+](C)(C)CC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL319144,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL328190,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL329522,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,ChEMBL max_phase=4 local paged JSON
CHEMBL99946,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,ChEMBL max_phase=4 local paged JSON
CHEMBL317094,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL100116,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,ChEMBL max_phase=4 local paged JSON
CHEMBL1123,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL1126,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL1128,CC[N+](C)(C)c1cccc(O)c1.[Cl-],ChEMBL max_phase=4 local paged JSON
CHEMBL1129,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,ChEMBL max_phase=4 local paged JSON
CHEMBL1131,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,ChEMBL max_phase=4 local paged JSON
CHEMBL1133,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL1134,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],ChEMBL max_phase=4 local paged JSON
CHEMBL1136,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,ChEMBL max_phase=4 local paged JSON
CHEMBL1138,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL1139,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,ChEMBL max_phase=4 local paged JSON
CHEMBL1140,NC(=O)c1cccnc1,ChEMBL max_phase=4 local paged JSON
CHEMBL418995,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL106258,NC1=NCC(c2ccccc2)O1,ChEMBL max_phase=4 local paged JSON
CHEMBL110458,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,ChEMBL max_phase=4 local paged JSON
CHEMBL108545,COC(=O)c1ccccc1O,ChEMBL max_phase=4 local paged JSON
CHEMBL1141,[I-].[K+],ChEMBL max_phase=4 local paged JSON
CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,ChEMBL max_phase=4 local paged JSON
CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-],ChEMBL max_phase=4 local paged JSON
