seed,target,method,round,candidate_n,selected_n,init_pool_n,hv,best_dock,mean_selected_dock,threshold_rate,train_seconds,score_seconds,labeled_n,unlabeled_n,candidate_test_n,candidate_test_rmse,candidate_test_mae,candidate_test_r2,candidate_test_nll,candidate_test_spearman,candidate_test_kendall,candidate_test_cov1,candidate_test_cov2,candidate_test_mean_std,candidate_test_std_error_spearman,source_path,greedy_final_hv,greedy_round_hv,delta_vs_greedy_final_hv,delta_vs_greedy_round_hv
43,PARP1,qnparego_mc,10,2000,100,500,220.1058349609375,-13.4,-10.754999999999995,0.28,275.94428634643555,3.3273015804588795,1500,239649,1998,0.5736209772191838,0.4483253203593456,0.7519021064516836,0.8482040802577504,0.8606678434034077,0.6845917734105291,0.6751751751751752,0.9444444444444444,0.5510650894066712,0.0991434076902359,runs/dockstring_full_nig/seed43/PARP1/qnparego_mc/trajectory.csv,221.1724395751953,221.1724395751953,-1.0666046142578125,-1.0666046142578125
43,PARP1,random,10,2000,100,500,212.1599273681641,-13.0,-9.224000000000002,0.09,268.52898120880127,3.3598077669739723,1500,239649,1998,0.5209013540150697,0.402827472801323,0.7954101897471193,0.7382488752432013,0.8840971399863906,0.7172312617918004,0.7177177177177178,0.950950950950951,0.5289068740230423,0.1704406671674982,runs/dockstring_full_nig/seed43/PARP1/random/trajectory.csv,221.1724395751953,221.1724395751953,-9.012512207031222,-9.012512207031222
44,ESR2,greedy_mean,10,2000,100,500,186.70501708984372,-11.9,-8.857000000000001,0.01,98.7064174823463,8.152499299496412,1500,239651,2000,0.8342015933396173,0.6601007820129393,0.2652136294588374,1.2255920388612902,0.5219091548172774,0.3734648321517,0.734,0.971,0.9004135172963142,0.1939216324804081,runs/dockstring_full_nig/seed44/ESR2/greedy_mean/trajectory.csv,186.70501708984372,186.70501708984372,0.0,0.0
44,ESR2,analytic_ehvi,10,2000,100,500,196.26513671875,-11.9,-8.638,0.01,281.58889343962073,3.305684197694063,1500,239651,2000,0.7606624626572734,0.6013389195919037,0.3890537094912825,1.1353910971265222,0.6076502336408287,0.439327681045099,0.6885,0.9485,0.7526169942915439,0.1438857209714302,runs/dockstring_full_nig/seed44/ESR2/analytic_ehvi/trajectory.csv,186.70501708984372,186.70501708984372,9.560119628906278,9.560119628906278
44,ESR2,analytic_pomhi,10,2000,100,500,195.9848480224609,-11.9,-8.667,0.01,123.49703114107253,17.59087672829628,1500,239651,2000,0.8003789905006786,0.6312402255058288,0.323589372805234,1.1761944251994765,0.5631134496089415,0.4047842404711292,0.7415,0.9715,0.8696485854387284,0.2404457379516016,runs/dockstring_full_nig/seed44/ESR2/analytic_pomhi/trajectory.csv,186.70501708984372,186.70501708984372,9.279830932617188,9.279830932617188
44,ESR2,qnehvi_mc,10,2000,100,500,194.97715759277344,-11.5,-8.702,0.02,284.62372582778335,10.488183420151472,1500,239651,2000,0.7827496926831383,0.6091013466358185,0.3530587049749522,1.1507857218620912,0.6163538657463353,0.4473337108168419,0.6715,0.9355,0.727950574055314,0.2156322914889349,runs/dockstring_full_nig/seed44/ESR2/qnehvi_mc/trajectory.csv,186.70501708984372,186.70501708984372,8.272140502929716,8.272140502929716
44,ESR2,qnparego_mc,10,2000,100,500,193.1493225097656,-11.9,-8.344000000000001,0.0,275.5950857400894,3.320456676185131,1500,239651,2000,0.7818833762598966,0.6119255773067476,0.354489930636967,1.126323617444537,0.590263710310953,0.4262522892775497,0.6785,0.943,0.7374560381174088,0.269853179963295,runs/dockstring_full_nig/seed44/ESR2/qnparego_mc/trajectory.csv,186.70501708984372,186.70501708984372,6.444305419921875,6.444305419921875
44,ESR2,random,10,2000,100,500,182.7799224853516,-11.1,-7.757999999999999,0.0,96.03145197406413,3.182646196335554,1500,239651,2000,0.8035773421525597,0.6379677055358887,0.3181726349994078,1.174962515794191,0.5530435522522559,0.3980870525991404,0.7215,0.9725,0.8465050976872445,0.2687189591797397,runs/dockstring_full_nig/seed44/ESR2/random/trajectory.csv,186.70501708984372,186.70501708984372,-3.9250946044921307,-3.9250946044921307
44,F2,greedy_mean,10,2000,100,500,192.44212341308597,-12.0,-9.578,0.01,290.60279601439834,99.6618664301932,1500,239650,1976,0.5111529729863803,0.4033602631526437,0.7193358873401352,0.7354645995963017,0.8360761068562406,0.6536793835238086,0.7165991902834008,0.9696356275303644,0.5436461129742354,0.1349765166749474,runs/dockstring_full_nig/seed44/F2/greedy_mean/trajectory.csv,192.44212341308597,192.44212341308597,0.0,0.0
44,F2,analytic_ehvi,10,2000,100,500,196.1902313232422,-11.8,-9.199000000000002,0.02,278.9225475117564,3.436486877501011,1500,239650,1976,0.5153078483169877,0.4074071323823349,0.7147546216729774,0.7507045792140641,0.8358171796053644,0.6532201699115974,0.6614372469635628,0.9473684210526316,0.5011569812501732,0.0984877434324991,runs/dockstring_full_nig/seed44/F2/analytic_ehvi/trajectory.csv,192.44212341308597,192.44212341308597,3.7481079101562216,3.7481079101562216
44,F2,analytic_pomhi,10,2000,100,500,196.0599822998047,-11.8,-9.202,0.05,207.00922562927008,15.470803949981928,1500,239650,1976,0.5162813999843217,0.4098656878780257,0.7136757968901084,0.7491546668073528,0.8293990981312613,0.6458547956151944,0.6680161943319838,0.9504048582995952,0.5087895221133464,0.1044706323189974,runs/dockstring_full_nig/seed44/F2/analytic_pomhi/trajectory.csv,192.44212341308597,192.44212341308597,3.6178588867187216,3.6178588867187216
44,F2,qnehvi_mc,10,2000,100,500,197.15914916992188,-12.0,-8.57,0.02,277.7657205760479,10.466548010706902,1500,239650,1976,0.5428822813445859,0.4174880914359922,0.6834105508227666,0.7541526231658517,0.83576511428006,0.6526180729624119,0.6761133603238867,0.9519230769230768,0.5165339412567346,0.1400551183612524,runs/dockstring_full_nig/seed44/F2/qnehvi_mc/trajectory.csv,192.44212341308597,192.44212341308597,4.717025756835909,4.717025756835909
44,F2,qnparego_mc,10,2000,100,500,193.3026123046875,-11.8,-8.796999999999999,0.03,269.1243805922568,3.456954598426819,1500,239650,1976,0.5521660028733679,0.4210656856235705,0.6724901022834149,0.76087893220081,0.8242081812300743,0.6406273446197309,0.6745951417004049,0.9519230769230768,0.5151599710618677,0.126505781533958,runs/dockstring_full_nig/seed44/F2/qnparego_mc/trajectory.csv,192.44212341308597,192.44212341308597,0.8604888916015341,0.8604888916015341
44,F2,random,10,2000,100,500,183.25059509277344,-11.8,-8.131,0.0,239.490869294852,3.379922743886709,1500,239650,1976,0.5013054268965103,0.3919280294464667,0.7300459080981709,0.711425119082094,0.8387191586058244,0.658326258981845,0.6867408906882592,0.951417004048583,0.4971371200312728,0.1313828803175934,runs/dockstring_full_nig/seed44/F2/random/trajectory.csv,192.44212341308597,192.44212341308597,-9.191528320312528,-9.191528320312528
44,JAK2,greedy_mean,10,2000,100,500,208.1829833984375,-12.5,-9.727,0.08,284.6580123975873,8.064391374588013,1500,239653,1999,0.6117014527608134,0.4494273066461056,0.5851244358805641,0.879656714737617,0.7878895389493953,0.6073119578653976,0.7318659329664833,0.950975487743872,0.5993020103358221,0.1719658102324435,runs/dockstring_full_nig/seed44/JAK2/greedy_mean/trajectory.csv,208.1829833984375,208.1829833984375,0.0,0.0
44,JAK2,analytic_ehvi,10,2000,100,500,208.8831787109375,-12.5,-9.351,0.1,277.6870078332722,3.261768277734518,1500,239653,1999,0.5624452077402227,0.4183845212782783,0.6492487126993742,0.7800683468552685,0.8156903822939686,0.6368279477768829,0.711855927963982,0.9564782391195598,0.5517082806078418,0.2352244635831429,runs/dockstring_full_nig/seed44/JAK2/analytic_ehvi/trajectory.csv,208.1829833984375,208.1829833984375,0.7001953125,0.7001953125
44,JAK2,analytic_pomhi,10,2000,100,500,208.8486785888672,-12.5,-9.328,0.1,274.58661648631096,18.57485419139266,1500,239653,1999,0.5792370353753907,0.4364368672487794,0.6279926879952671,0.8300664349938021,0.8061576766095152,0.6271546903640646,0.7338669334667334,0.9674837418709354,0.6015530970914773,0.164733162438852,runs/dockstring_full_nig/seed44/JAK2/analytic_pomhi/trajectory.csv,208.1829833984375,208.1829833984375,0.6656951904296875,0.6656951904296875
44,JAK2,qnehvi_mc,10,2000,100,500,206.8500823974609,-12.3,-9.341,0.06,276.66519482806325,11.74646419286728,1500,239653,1999,0.5899647273200107,0.4414563268706344,0.6140856517229394,0.8334170564674774,0.7904841766582478,0.6143205436524762,0.6758379189594798,0.9409704852426212,0.5374254498886072,0.1916258527881154,runs/dockstring_full_nig/seed44/JAK2/qnehvi_mc/trajectory.csv,208.1829833984375,208.1829833984375,-1.332901000976591,-1.332901000976591
