target,method,round,hv_mean,hv_sd,delta_vs_greedy_round_hv_mean,threshold_rate_mean,mean_selected_dock_mean,candidate_test_spearman_mean,candidate_test_cov2_mean,train_seconds_mean,score_seconds_mean
KIT,analytic_ehvi,6,201.6399169921875,2.108219455143887,2.833468627929682,0.07,-8.9192,0.657345952273863,0.9402761493772559,198.9229136031121,3.339741123840213
KIT,analytic_ehvi,7,202.69094543457032,2.1512530832565804,3.0411132812500172,0.074,-9.027000000000001,0.6676923451981283,0.9411388525615851,199.17732510454954,3.3248112834990025
KIT,analytic_ehvi,8,203.14513244628907,1.8252472863915628,3.164562988281267,0.05600000000000001,-8.9044,0.6899674695695618,0.9457246048416676,231.83300635404885,3.2702824786305427
KIT,analytic_ehvi,9,203.70761108398438,2.257172333140478,3.2580047607421934,0.094,-9.0848,0.7023118327907343,0.9395150834639148,250.85837704017757,3.241740242019296
KIT,analytic_ehvi,10,205.49739990234374,2.9958701766149614,4.688003540039068,0.092,-9.155599999999998,0.741298094635509,0.9398177840990665,262.93732052706184,3.250436494499445
KIT,analytic_pomhi,1,190.0046844482422,2.3320752030692318,0.114013671875,0.01,-7.9116,0.5979674587555598,0.9288449517585861,101.72421653158963,15.003429440408945
KIT,analytic_pomhi,2,196.7982421875,2.126045313706072,1.1268066406249944,0.076,-8.8708,0.6306069765917398,0.9349979874005191,127.14154067635536,14.768261497840285
KIT,analytic_pomhi,3,197.94674072265624,1.5403076008578434,1.6227081298828068,0.05600000000000001,-8.846,0.6386561411511082,0.9409939084201723,139.1178148638457,14.08366755247116
KIT,analytic_pomhi,4,199.3642822265625,1.916449028997095,1.2247161865234204,0.064,-8.9078,0.6500032915890465,0.947832066789355,163.90274803116918,15.089512564241886
KIT,analytic_pomhi,5,200.21495056152344,1.8498474896382966,1.88026123046875,0.05800000000000001,-8.8656,0.6584096515774948,0.9567094409122706,167.00146478451788,15.730863219872116
KIT,analytic_pomhi,6,200.52749938964843,1.8127657944063515,1.721051025390625,0.05800000000000001,-8.8708,0.6563628009511422,0.9462176462652782,198.11220593638717,14.848235167562962
KIT,analytic_pomhi,7,201.5829010009766,2.2699654334092663,1.9330688476562898,0.074,-9.198599999999999,0.6906949724805916,0.9507202058245665,216.44963969178497,14.331509559229016
KIT,analytic_pomhi,8,202.12247619628906,1.7538200349926925,2.14190673828125,0.062,-8.9658,0.6730239780229216,0.9431243504443405,230.62810708507897,15.300140093266965
KIT,analytic_pomhi,9,202.66333618164063,1.9574092417862963,2.2137298583984317,0.09,-9.046000000000001,0.6902597759895385,0.9487722638479422,233.78857884332538,15.303425965085626
