seed,target,method,reference,ref_dock,ref_qed,ref_sa,hv
43,PARP1,qnparego_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,188.101806640625
43,PARP1,random,default,0.0,0.0,-20.0,212.15992736816406
43,PARP1,random,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,54.959102630615234
43,PARP1,random,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,181.5791015625
44,ESR2,greedy_mean,default,0.0,0.0,-20.0,186.70501708984375
44,ESR2,greedy_mean,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,46.28935623168945
44,ESR2,greedy_mean,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,164.3549346923828
44,ESR2,analytic_ehvi,default,0.0,0.0,-20.0,196.26513671875
44,ESR2,analytic_ehvi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,49.47578430175781
44,ESR2,analytic_ehvi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,169.21961975097656
44,ESR2,analytic_pomhi,default,0.0,0.0,-20.0,195.98484802246094
44,ESR2,analytic_pomhi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,49.1805419921875
44,ESR2,analytic_pomhi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,168.77479553222656
44,ESR2,qnehvi_mc,default,0.0,0.0,-20.0,194.97715759277344
44,ESR2,qnehvi_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,48.89078903198242
44,ESR2,qnehvi_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,166.87948608398438
44,ESR2,qnparego_mc,default,0.0,0.0,-20.0,193.14932250976562
44,ESR2,qnparego_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,48.276981353759766
44,ESR2,qnparego_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,167.4447784423828
44,ESR2,random,default,0.0,0.0,-20.0,182.77992248535156
44,ESR2,random,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,44.42832565307617
44,ESR2,random,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,158.1878662109375
44,F2,greedy_mean,default,0.0,0.0,-20.0,192.44212341308594
44,F2,greedy_mean,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,48.01605224609375
44,F2,greedy_mean,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,167.24485778808594
44,F2,analytic_ehvi,default,0.0,0.0,-20.0,196.1902313232422
44,F2,analytic_ehvi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,49.315616607666016
44,F2,analytic_ehvi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,168.57679748535156
44,F2,analytic_pomhi,default,0.0,0.0,-20.0,196.0599822998047
44,F2,analytic_pomhi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,49.23047637939453
44,F2,analytic_pomhi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,168.39041137695312
44,F2,qnehvi_mc,default,0.0,0.0,-20.0,197.15914916992188
44,F2,qnehvi_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,49.581077575683594
44,F2,qnehvi_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,169.69728088378906
44,F2,qnparego_mc,default,0.0,0.0,-20.0,193.3026123046875
44,F2,qnparego_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,48.341758728027344
44,F2,qnparego_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,166.7194366455078
44,F2,random,default,0.0,0.0,-20.0,183.25059509277344
44,F2,random,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,44.47300338745117
44,F2,random,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,160.59140014648438
44,JAK2,greedy_mean,default,0.0,0.0,-20.0,208.1829833984375
44,JAK2,greedy_mean,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,53.67620086669922
44,JAK2,greedy_mean,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,177.89627075195312
44,JAK2,analytic_ehvi,default,0.0,0.0,-20.0,208.8831787109375
44,JAK2,analytic_ehvi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,54.02057647705078
44,JAK2,analytic_ehvi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,178.38107299804688
44,JAK2,analytic_pomhi,default,0.0,0.0,-20.0,208.8486785888672
44,JAK2,analytic_pomhi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,53.98465347290039
44,JAK2,analytic_pomhi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,178.32960510253906
44,JAK2,qnehvi_mc,default,0.0,0.0,-20.0,206.85008239746094
44,JAK2,qnehvi_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,53.382633209228516
44,JAK2,qnehvi_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,176.71360778808594
44,JAK2,qnparego_mc,default,0.0,0.0,-20.0,207.925048828125
44,JAK2,qnparego_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,53.700069427490234
44,JAK2,qnparego_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,177.8502197265625
44,JAK2,random,default,0.0,0.0,-20.0,196.70274353027344
44,JAK2,random,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,49.732582092285156
44,JAK2,random,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,171.37245178222656
44,KIT,greedy_mean,default,0.0,0.0,-20.0,201.68890380859375
44,KIT,greedy_mean,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,51.879146575927734
44,KIT,greedy_mean,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,175.76930236816406
44,KIT,analytic_ehvi,default,0.0,0.0,-20.0,208.6985321044922
44,KIT,analytic_ehvi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,54.4822998046875
44,KIT,analytic_ehvi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,179.5854949951172
44,KIT,analytic_pomhi,default,0.0,0.0,-20.0,207.96246337890625
44,KIT,analytic_pomhi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,54.16663360595703
44,KIT,analytic_pomhi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,178.57553100585938
44,KIT,qnehvi_mc,default,0.0,0.0,-20.0,207.99009704589844
44,KIT,qnehvi_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,54.18306350708008
44,KIT,qnehvi_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,178.60528564453125
44,KIT,qnparego_mc,default,0.0,0.0,-20.0,207.3468780517578
44,KIT,qnparego_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,54.0477180480957
44,KIT,qnparego_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,178.81134033203125
44,KIT,random,default,0.0,0.0,-20.0,195.51461791992188
44,KIT,random,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,49.06556701660156
44,KIT,random,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,170.35336303710938
44,PARP1,greedy_mean,default,0.0,0.0,-20.0,224.07666015625
44,PARP1,greedy_mean,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,59.65544128417969
44,PARP1,greedy_mean,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,191.15762329101562
44,PARP1,analytic_ehvi,default,0.0,0.0,-20.0,225.59237670898438
44,PARP1,analytic_ehvi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,60.13441467285156
44,PARP1,analytic_ehvi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,191.91253662109375
44,PARP1,analytic_pomhi,default,0.0,0.0,-20.0,225.4700469970703
44,PARP1,analytic_pomhi,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,60.022918701171875
44,PARP1,analytic_pomhi,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,191.74676513671875
44,PARP1,qnehvi_mc,default,0.0,0.0,-20.0,225.31997680664062
44,PARP1,qnehvi_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,59.914276123046875
44,PARP1,qnehvi_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,191.4322967529297
44,PARP1,qnparego_mc,default,0.0,0.0,-20.0,224.25941467285156
44,PARP1,qnparego_mc,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,59.63496780395508
44,PARP1,qnparego_mc,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,190.98709106445312
44,PARP1,random,default,0.0,0.0,-20.0,217.74053955078125
44,PARP1,random,adaptive_tight,3.6099999999999994,-0.03906329570047741,-8.124323371990899,56.50788116455078
44,PARP1,random,adaptive_loose,-0.8000000000000007,-0.4621577152956276,-11.177604817129856,186.12225341796875
